name,position,G,GS,MP,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jessica Moore,Forward-Center,223,61,13.1,1.1,2.6,0.424,0,0,0,1.1,2.6,0.427,0.7,0.9,0.735,0.8,1.2,2,0.4,0.3,0.1,0.8,1.8,2.9
Lindsey Moore,Guard,35,0,6.6,0.3,1.3,0.239,0.2,0.6,0.286,0.1,0.7,0.2,0.2,0.3,0.7,0,0.6,0.6,1.1,0.2,0,0.4,0.4,1
Loree Moore,Guard,155,123,26.2,2.1,5.9,0.363,0.9,2.7,0.337,1.2,3.2,0.385,0.8,1.2,0.674,0.8,2.7,3.5,3.7,1.7,0.1,2.2,2.1,6
Maya Moore,Forward,271,271,31.2,6.6,14.5,0.453,2,5.1,0.384,4.6,9.4,0.491,3.3,3.8,0.86,1.7,4.2,5.9,3.3,1.7,0.6,1.9,2.5,18.4
Navonda Moore,Guard,35,0,6.1,0.6,2.1,0.301,0.1,0.5,0.235,0.5,1.6,0.321,0.6,1,0.6,0.3,0.6,0.9,0.3,0.2,0.1,0.3,1.1,2
Penny Moore,Forward,61,35,21.5,2.5,7.1,0.349,0.4,1.9,0.205,2.1,5.2,0.402,0.8,1.3,0.636,0.8,2.1,3,1.2,1,0.5,1.8,1.5,6.1
Tamara Moore,Guard,145,65,15.7,1.4,3.5,0.413,0.4,1.1,0.325,1.1,2.4,0.455,1.1,1.3,0.848,0.4,1.3,1.7,1.8,0.8,0.2,1.4,1.7,4.4
Yolanda Moore,Forward-Center,66,4,11.2,0.7,1.7,0.42,0,0,0.333,0.7,1.7,0.422,0.7,1,0.692,0.6,1.1,1.7,0.2,0.5,0,0.6,1.3,2.1
Carolyn Moos,Forward-Center,2,0,3,0,0.5,0,0,0,,0,0.5,0,0,0,,0,0,0,0,0,0.5,0,1,0
Darxia Morris,Guard,9,0,5.8,0.6,2.1,0.263,0.1,0.7,0.167,0.4,1.4,0.308,0,0,,0.2,0.4,0.7,0.4,0.2,0,0.9,0.8,1.2
Jene Morris,Guard,34,1,8.2,1,2.4,0.415,0.5,1.4,0.383,0.5,1,0.457,0.1,0.1,0.6,0.2,0.4,0.7,0.4,0.4,0.1,0.6,1.1,2.6
Ziomara Morrison,Center,30,0,5.5,0.7,1.7,0.423,0.2,0.3,0.6,0.5,1.4,0.381,0.3,0.4,0.818,0.4,0.8,1.2,0.1,0.1,0.1,0.4,0.9,2
Bernice Mosby,Forward,76,1,8.3,0.9,2.1,0.419,0,0,0,0.9,2.1,0.424,0.6,0.7,0.796,0.8,1.5,2.2,0.2,0.2,0.2,0.6,0.9,2.3
Judy Mosley-McAfee,Forward,12,9,22.1,1.8,4,0.458,0,0,,1.8,4,0.458,0.9,0.9,1,2,1.9,3.9,0.8,0.7,0.2,2.1,2.5,4.6
Kaleena Mosqueda-Lewis,Forward,110,5,12.4,1.9,4.8,0.405,0.9,2.5,0.349,1.1,2.3,0.468,0.5,0.5,0.877,0.2,0.9,1.1,0.7,0.2,0,0.8,1.2,5.2
Jenny Mowe,Center,11,0,4.9,0.3,0.5,0.5,0,0,,0.3,0.5,0.5,0.1,0.2,0.5,0.2,0.3,0.5,0,0,0.2,0.4,1,0.6
Teana Muldrow,Forward,4,0,2.3,0,0.3,0,0,0.3,0,0,0,,0,0,,0,0.3,0.3,0,0,0,0,0.3,0
Naomi Mulitauaopele,Center,22,3,13.2,1.9,3.1,0.594,0.1,0.1,0.667,1.8,3,0.591,0.7,0.9,0.75,0.5,1,1.5,0.3,0.2,0.3,1.4,1.7,4.5
Shay Murphy,Guard,225,8,12.6,1.6,4.4,0.366,0.6,1.9,0.321,1,2.6,0.398,0.9,1.1,0.762,1,1.4,2.4,0.7,0.6,0.1,0.7,1.3,4.7
Christelle N'Garsanet,Center,15,0,6.1,0.5,1.9,0.276,0,0.1,0,0.5,1.8,0.296,0.7,1.7,0.44,0.7,0.5,1.2,0.3,0.3,0.1,0.5,0.7,1.8
Andrea Nagy,Guard,102,63,22.2,1.1,2.8,0.385,0.3,1,0.327,0.8,1.8,0.415,0.7,1,0.714,0.2,1.5,1.8,3.5,0.6,0.2,1.9,2.4,3.2
Chen Nan,Center,26,5,12.3,1.8,3.7,0.484,0,0,,1.8,3.7,0.484,0.2,0.3,0.625,0.9,1.2,2.1,0.2,0.3,0.3,1.1,1.5,3.7
Jaime Nared,Guard-Forward,31,0,9.1,0.8,2.6,0.3,0.2,1,0.226,0.5,1.6,0.347,0.8,0.9,0.857,0.3,1.2,1.5,0.5,0.4,0.1,0.5,0.8,2.5
Astou Ndiaye-Diatta,Forward,163,101,20.4,3.3,7.3,0.458,0,0.2,0.24,3.3,7.2,0.462,0.9,1.3,0.645,1.3,2.9,4.2,1,0.5,0.5,1.6,1.9,7.6
Emmeline Ndongue,Center,17,0,6.5,0.4,1.6,0.259,0,0,,0.4,1.6,0.259,0.4,0.8,0.462,0.9,0.6,1.5,0.2,0.4,0.5,0.4,1.4,1.2
Astou Ndour,Center,60,18,12.3,1.8,4.4,0.421,0.5,1.4,0.337,1.4,2.9,0.463,0.8,1,0.803,0.9,1.8,2.6,0.3,0.3,0.6,0.5,1.4,5
Eva Nemcova,Forward,111,102,30.6,4.3,9.7,0.442,1.2,2.9,0.402,3.1,6.7,0.46,2,2.3,0.897,0.8,2.7,3.5,1.9,1.1,0.6,2.3,2,11.8
Claudia Neves,Guard,102,35,15.1,1.3,3.8,0.345,0.6,2.2,0.289,0.7,1.6,0.422,0.5,0.7,0.767,0.2,0.7,0.9,1.4,0.7,0,1.2,1,3.8
Chelsea Newton,Guard,144,79,19.4,1.7,4.6,0.375,0.3,0.9,0.286,1.5,3.8,0.396,1.3,1.8,0.73,0.7,1.1,1.8,1.6,1,0.2,1.1,2.5,5.1
Bernadette Ngoyisa,Center,94,24,11.9,2.1,4,0.529,0,0,,2.1,4,0.529,1.1,1.7,0.641,1.1,2,3.1,0.4,0.3,0.2,1.2,1.9,5.3
Tina Nicholson,Guard,24,14,11.4,0.8,1.8,0.409,0.4,1,0.375,0.4,0.8,0.45,0.1,0.2,0.6,0.1,0.3,0.4,1.8,0.4,0,1.2,1.2,2
Marlous Nieuwveen,Center,7,0,2.3,0.3,0.4,0.667,0,0,,0.3,0.4,0.667,0,0,,0.3,0,0.3,0,0,0,0.3,0.7,0.6
Mila Nikolich,Forward,7,0,4.1,0.6,1.6,0.364,0.1,0.6,0.25,0.4,1,0.429,0.1,0.3,0.5,0.4,0.3,0.7,0.1,0,0,0.4,0.4,1.4
Chioma Nnamaka,Guard,12,0,7,0.5,2.2,0.231,0.2,0.9,0.182,0.3,1.3,0.267,0.2,0.3,0.667,0.5,0.5,1,0.2,0.4,0,0.3,0.9,1.3
Deanna Nolan,Guard-Forward,293,266,31.3,5,12.1,0.416,1.2,3.3,0.349,3.9,8.8,0.442,2.3,2.9,0.811,0.8,3,3.8,3.2,1.3,0.3,2.3,2.1,13.6
Natalie Novosel,Guard,31,0,9.9,1.1,3.3,0.337,0.3,1.3,0.22,0.8,1.9,0.417,0.7,0.9,0.759,0.6,0.7,1.3,0.7,0.5,0.1,0.6,0.5,3.2
Kia Nurse,Guard,34,7,22.8,3,7.5,0.402,1.1,3.7,0.294,1.9,3.8,0.508,2,2.3,0.87,0.7,1.7,2.4,1.6,0.7,0.1,0.9,2.1,9.1
Vanessa Nygaard,Forward,107,53,16.2,1.7,3.9,0.426,0.7,2.1,0.36,0.9,1.9,0.5,0.5,0.7,0.743,1,1.3,2.3,0.5,0.4,0.1,0.7,2.1,4.6
Jenna O'Hea,Forward,153,21,15.7,1.5,3.6,0.412,0.9,2.1,0.411,0.6,1.5,0.414,0.6,0.7,0.835,0.4,1.2,1.6,1.4,0.4,0.2,0.8,1.4,4.4
Kristen O'Neill,Guard-Forward,11,0,2.8,0,0.4,0,0,0.2,0,0,0.2,0,0,0,,0,0.3,0.3,0.1,0,0,0.1,0.4,0
Yuko Oga,Guard,23,0,7.8,0.9,2.5,0.351,0,0.4,0,0.9,2,0.426,0.7,0.7,0.941,0.2,0.5,0.7,0.6,0.3,0,1,0.6,2.4
Chiney Ogwumike,Forward,95,80,26.4,5.6,9.7,0.572,0,0,0.5,5.6,9.7,0.573,3,4,0.734,3.1,4.4,7.5,0.8,1.1,0.9,1.7,3.6,14.1
Nneka Ogwumike,Forward,218,217,29.4,6.3,11.3,0.558,0.2,0.6,0.36,6.1,10.7,0.57,3.5,4.2,0.837,2.3,5.3,7.6,1.9,1.5,0.7,1.7,2.9,16.4
Nicole Ohlde,Forward-Center,223,179,23.5,3.1,7.1,0.437,0,0,0,3.1,7.1,0.438,2.6,3.4,0.755,1.6,3,4.7,1.5,0.4,0.8,1.9,2.8,8.8
Abi Olajuwon,Center,22,0,5.9,0.5,1.5,0.313,0,0,,0.5,1.5,0.313,0.1,0.1,1,0.3,0.5,0.7,0.1,0,0.1,0.3,0.5,1
Inga Orekhova,Guard,6,0,4,0,1.5,0,0,0.8,0,0,0.7,0,0,0,,0.2,0.2,0.3,0,0,0.3,0.2,0.2,0
Irina Osipova,Center,2,0,6,0,0,,0,0,,0,0,,1,1,1,0.5,0,0.5,0,0,0,0.5,0.5,1
Heather Owen,Forward-Center,28,0,10.5,0.4,1,0.379,0,0,,0.4,1,0.379,0.6,0.8,0.696,0.5,1.2,1.7,0.3,0.1,0.1,0.6,1.9,1.4
Shantia Owens,Forward,33,16,18.5,1.5,4,0.389,0,0,,1.5,4,0.389,0.9,1.6,0.537,1.4,1.6,3,0.6,0.3,0.8,1.6,2.9,4
Danielle Page,Forward,3,0,4,1,1.7,0.6,0,0,,1,1.7,0.6,0,0,,0.7,1.3,2,0,0,0,0.7,1,2
Murriel Page,Forward,354,205,23.9,2.5,5.4,0.464,0.1,0.2,0.259,2.5,5.2,0.473,1,1.5,0.651,1.6,2.9,4.5,1.2,0.6,0.5,1.2,2.5,6.1
Yolanda Paige,Guard,13,0,6,0.5,1.7,0.273,0.1,0.4,0.2,0.4,1.3,0.294,0.2,0.3,0.75,0.2,0.5,0.7,1,0.2,0,0.5,0.1,1.2
Sabrina Palie,Guard,11,0,4.6,0.5,2.3,0.2,0.2,0.5,0.4,0.3,1.8,0.15,0,0,,0.4,0,0.4,0.5,0.1,0.1,0.9,0.8,1.1
Wendy Palmer,Forward,311,215,24.6,3.7,8.6,0.434,0.5,1.5,0.307,3.2,7,0.462,2.2,3.1,0.707,1.7,4.2,5.9,1,0.7,0.2,1.7,2.7,10.1
Courtney Paris,Center,267,116,16.8,2.3,4.4,0.529,0,0,0,2.3,4.4,0.532,0.6,1.1,0.516,2.2,3.6,5.8,0.8,0.4,0.7,0.7,2.2,5.2
JiSu Park,Center,32,11,13,1.2,3.1,0.388,0,0.1,0,1.2,3,0.396,0.4,0.7,0.619,0.8,2.5,3.3,0.9,0.3,0.6,0.7,1.7,2.8
Candace Parker,Forward-Center,293,289,31.6,6.6,13.6,0.483,0.8,2.3,0.339,5.8,11.3,0.512,3.6,4.7,0.761,1.6,7.1,8.7,3.9,1.4,1.7,2.7,2.1,17.5
Cheyenne Parker,Forward,112,12,13.8,2.1,4.1,0.497,0.1,0.2,0.261,2,3.9,0.509,1.1,1.8,0.629,1.4,2.4,3.8,0.4,0.4,0.7,0.9,1.9,5.3
Florina Pascalau,Center,3,0,3,0,0.3,0,0,0,,0,0.3,0,0,0,,0.3,0,0.3,0,0,0,0.3,0.3,0
Tia Paschal,Forward,20,0,5.5,0.6,1.9,0.297,0.1,0.2,0.25,0.5,1.7,0.303,0.2,0.3,0.667,0.2,0.6,0.8,0.5,0.4,0,0.6,0.6,1.4
Michaela Pavlickova,Forward,18,0,2.8,0.2,0.5,0.333,0,0,,0.2,0.5,0.333,0.1,0.1,0.5,0.1,0.5,0.6,0.1,0.1,0.1,0.2,0.1,0.4
Kate Paye,Guard,79,28,14.9,0.7,2,0.361,0.5,1.4,0.336,0.2,0.5,0.429,0.2,0.3,0.667,0.2,1.1,1.2,1.8,0.4,0.1,1,1.5,2.1
Kayla Pedersen,Forward,184,52,15.9,1.3,3.3,0.376,0.1,0.4,0.305,1.1,2.9,0.386,0.7,1,0.707,0.9,2.1,3,1.1,0.6,0.3,0.8,1.8,3.4
Ticha Penicheiro,Guard,454,423,28.2,1.9,5.4,0.351,0.3,1.1,0.248,1.6,4.2,0.378,2,2.8,0.731,0.4,2.8,3.3,5.7,1.7,0.1,2.5,2,6.1
Jocelyn Penn,Forward,31,0,9.4,1.1,2.6,0.413,0.1,0.4,0.154,1,2.2,0.463,0.7,1.1,0.667,0.6,1.1,1.7,0.5,0.5,0,0.6,0.9,2.9
Jasmina Perazic-Gipe,Guard-Forward,9,0,5.2,0.6,1.4,0.385,0,0.3,0,0.6,1.1,0.5,0,0,,0.2,1,1.2,0.4,0.3,0,0.8,0.1,1.1
Jia Perkins,Guard,417,224,24.4,4,9.9,0.405,0.9,2.7,0.351,3.1,7.2,0.425,1.7,2,0.834,0.8,2.2,2.9,2,1.5,0.2,1.2,1.7,10.6
Erin Perperoglou,Forward,218,74,18.4,1.9,4.4,0.44,0.3,0.7,0.344,1.7,3.6,0.461,1.6,2.2,0.722,1.2,1.9,3.1,1.2,0.8,0.5,1.4,2.3,5.7
Kim Perrot,Guard,58,54,28.9,2.5,6.6,0.387,1,3.6,0.275,1.6,3,0.52,1.1,1.8,0.598,0.6,2.3,2.9,4,2.6,0,2.5,2.1,7.2
Devereaux Peters,Forward,160,4,15.7,1.8,3.9,0.474,0,0.1,0.308,1.8,3.8,0.477,0.6,0.8,0.738,1.1,2.5,3.6,1.1,0.5,0.8,0.9,1.9,4.3
Haley Peters,Forward,38,0,16.8,2.1,5.9,0.348,0.6,2.1,0.269,1.5,3.8,0.39,0.7,1,0.757,0.4,1.7,2.1,0.7,0.3,0.2,0.8,1.8,5.4
Alexis Peterson,Guard,17,0,7.1,0.8,2.6,0.295,0.2,0.7,0.25,0.6,1.9,0.313,0.4,0.4,1,0.2,1.1,1.2,0.8,0.3,0,0.8,1.1,2.1
Sonja Petrovic,Forward,61,15,15,1.7,4.5,0.386,0.5,1.5,0.301,1.3,2.9,0.43,1.1,1.2,0.89,0.6,1.6,2.2,0.8,0.5,0.4,1.1,1.8,5
Bridget Pettis,Guard,228,71,17.1,2,5.9,0.34,0.7,2.5,0.27,1.3,3.4,0.393,1.5,1.9,0.809,0.8,1.2,2,1.4,0.8,0.1,1.3,1.5,6.2
Erin Phillips,Guard,229,101,20,2.1,5.2,0.403,0.9,2.4,0.381,1.2,2.8,0.421,1.2,1.4,0.844,0.6,1.6,2.2,2,0.8,0.1,1.1,1.4,6.3
Porsha Phillips,Forward,31,1,8.3,0.7,1.9,0.39,0,0,,0.7,1.9,0.39,0.3,0.6,0.474,0.6,1.3,1.9,0.3,0.2,0.4,0.3,1,1.8
Ta'Shia Phillips,Center,15,0,4.8,0.5,1,0.533,0,0,,0.5,1,0.533,0.4,0.8,0.5,0.7,0.5,1.3,0.1,0,0.2,0.2,1.2,1.5
Tari Phillips,Forward-Center,233,141,22.9,3.7,8.1,0.452,0,0.1,0.136,3.6,8,0.455,1.8,3,0.619,1.9,3.6,5.5,0.9,1.2,0.5,2.1,2.8,9.2
Plenette Pierson,Forward,444,194,22.2,3.6,8.2,0.439,0.2,0.6,0.302,3.4,7.7,0.449,2.2,2.9,0.744,1.4,2.7,4.1,1.5,0.7,0.5,1.7,2.6,9.6
Theresa Plaisance,Forward,112,27,12.4,1.5,4.3,0.363,0.7,1.9,0.352,0.9,2.3,0.373,0.4,0.5,0.768,0.9,1.8,2.7,0.5,0.4,0.4,0.5,2,4.2
Kelsey Plum,Guard,62,50,24.2,3.1,7.6,0.404,1.3,3.3,0.404,1.8,4.4,0.404,1.5,1.8,0.872,0.4,1.7,2.1,3.7,0.7,0.1,1.9,2,9
Jeanette Pohlen-Mavunga,Guard,148,6,13.4,1.2,2.8,0.427,0.7,1.7,0.42,0.5,1.1,0.436,0.4,0.4,0.825,0.3,1,1.2,0.8,0.4,0.1,0.6,0.9,3.4
Catarina Pollini,Forward,13,0,7.2,0.6,1.7,0.364,0,0,,0.6,1.7,0.364,0.5,0.9,0.5,0.2,0.7,0.9,0.4,0.3,0.1,0.6,1.6,1.7
Cappie Pondexter,Guard,416,382,30.7,5.9,13.9,0.422,1.1,3.2,0.35,4.8,10.8,0.443,3.5,4.2,0.842,0.6,3.1,3.7,3.8,1,0.2,2.3,2.1,16.4
Chelsea Poppens,Forward,8,0,7.9,0.5,1.1,0.444,0,0,,0.5,1.1,0.444,0.1,0.5,0.25,1.1,1,2.1,0.1,0.1,0,0.3,1.4,1.1
Angie Potthoff,Forward,35,25,20.5,1.5,4.1,0.373,0.1,0.5,0.158,1.4,3.5,0.407,0.5,0.9,0.545,0.7,1.7,2.5,1.1,0.7,0.1,1,2.5,3.6
Elaine Powell,Guard,265,158,21.7,2.1,4.9,0.417,0.2,0.7,0.324,1.8,4.2,0.432,1.3,1.9,0.698,0.9,1.6,2.5,2.8,1,0.2,1.8,1.7,5.7
Nicole Powell,Forward,360,277,25.1,3.3,8.6,0.389,1.6,4.3,0.378,1.7,4.3,0.4,1.2,1.4,0.882,1,3,4.1,1.6,1.1,0.3,1.5,2,9.5
Aerial Powers,Forward-Guard,68,3,17.7,2.8,7.3,0.381,0.8,2.5,0.329,1.9,4.7,0.408,2.6,3.1,0.839,0.9,2.1,3,1.1,0.8,0.3,1.5,1.8,9
Samantha Prahalis,Guard,41,30,24.8,3.1,8.9,0.352,0.7,2.8,0.257,2.4,6.1,0.394,1.5,1.7,0.871,0.3,2.1,2.5,3.5,1.2,0.1,2.4,2.3,8.4
Franthea Price,Guard,26,1,14.6,1.7,4.4,0.374,1.1,3,0.359,0.6,1.4,0.405,0.5,0.7,0.722,0.3,1.4,1.7,1.3,0.8,0.1,1.2,1.1,4.9
Lynn Pride,Guard-Forward,112,30,16.6,1.5,4.1,0.377,0,0.2,0.217,1.5,3.9,0.385,0.7,1.1,0.607,0.9,2,3,1,0.6,0.5,1.2,2,3.8
Alexis Prince,Guard,20,0,6.8,0.9,2.3,0.37,0.3,0.9,0.353,0.6,1.5,0.379,0.1,0.1,1,0.1,0.9,1,0.4,0.2,0.2,0.2,0.5,2.1
Epiphanny Prince,Guard,225,169,26.8,4.5,11.1,0.406,1.4,3.7,0.372,3.2,7.5,0.423,2.9,3.3,0.864,0.7,2,2.6,2.9,1.7,0.3,1.6,1.9,13.3
Brooke Queenan,Forward,12,0,3.8,0.1,0.8,0.111,0,0.2,0,0.1,0.6,0.143,0.2,0.2,1,0.1,0.3,0.3,0.2,0,0,0.5,0.4,0.3
Allie Quigley,Guard,231,71,20,3.7,8.3,0.449,1.2,3.1,0.388,2.5,5.1,0.486,1.1,1.3,0.867,0.3,1.4,1.7,1.7,0.5,0.3,1.4,1.3,9.7
Noelle Quinn,Guard,382,154,20.1,1.8,4.6,0.396,0.5,1.5,0.322,1.4,3.1,0.431,0.6,0.8,0.797,0.4,2.2,2.6,2.3,0.7,0.2,1.1,1.1,4.8
Texlin Quinney,Forward,17,0,6.9,0.4,0.8,0.429,0,0,,0.4,0.8,0.429,0.2,0.3,0.6,0.6,0.3,0.9,0.9,0.2,0,0.6,0.7,0.9
Hajdana Radunovic,Center,4,0,2.3,0.3,0.5,0.5,0,0,,0.3,0.5,0.5,0.5,0.5,1,0.3,0.8,1,0,0,0.3,0.5,0.8,1
Felicia Ragland,Guard,72,13,13.8,1.3,3.6,0.36,0.6,1.5,0.385,0.7,2.1,0.342,0.5,0.6,0.837,0.6,1,1.6,0.9,0.8,0.1,0.9,1.4,3.7
Nayo Raincock-Ekunwe,Forward-Center,32,2,9.2,1.3,2.4,0.526,0,0.1,0,1.3,2.3,0.554,1.1,1.9,0.59,0.9,0.9,1.8,0.3,0.2,0,0.5,1.5,3.7
Semeka Randall,Guard,123,55,18.5,2.2,5.9,0.37,0,0.3,0.129,2.1,5.6,0.381,1.4,2.2,0.652,1,1.5,2.5,1,0.7,0.1,1.6,1.4,5.8
Kristen Rasmussen,Forward,276,98,19.7,1.7,3.8,0.445,0.2,0.5,0.415,1.5,3.2,0.45,0.8,1.1,0.788,1.3,2.3,3.6,1.3,0.6,0.5,1,2,4.4
Brittainey Raven,Guard,23,0,5.4,0.5,2,0.244,0.2,0.8,0.278,0.3,1.2,0.222,0.3,0.3,0.875,0.5,0.4,0.9,0.4,0.2,0,0.4,0.5,1.5
Stephanie Raymond,Guard,20,0,9,1,3.1,0.328,0.7,2.2,0.318,0.3,0.9,0.353,0.4,0.7,0.538,0.1,0.6,0.7,1.4,0.2,0,0.9,0.6,3.1
Tamika Raymond,Forward,219,140,23.2,2.5,4.6,0.549,0,0.1,0.161,2.5,4.4,0.562,1,1.9,0.543,2.2,2.9,5.1,1,0.8,0.1,1.4,1.6,6.1
Jamie Redd,Forward,68,14,17,2.2,5.5,0.395,0.7,2.2,0.333,1.5,3.4,0.434,1.1,1.6,0.696,0.8,1.3,2.1,1,0.6,0.1,1.3,2.5,6.2
Katelan Redmon,Guard-Forward,7,0,6,0.4,2,0.214,0,0.1,0,0.4,1.9,0.231,0.1,0.3,0.5,0.7,0.4,1.1,0.3,0.4,0,0.4,1.1,1
Brandy Reed,Forward,87,58,25.3,5.3,11.1,0.481,0.4,1.1,0.351,5,10,0.495,2.4,2.9,0.831,1.7,3.1,4.9,2,1.3,0.6,2.2,1.7,13.5
Chastity Reed,Forward,11,1,13.2,1.5,4.2,0.37,0,0.1,0,1.5,4.1,0.378,0.4,0.5,0.667,0.2,1.7,1.9,0.7,0.3,0.1,1.1,2.4,3.5
Michelle Reed,Guard-Forward,9,0,5.4,0.3,1.2,0.273,0.1,0.4,0.25,0.2,0.8,0.286,0.8,1.3,0.583,0.2,1,1.2,0.2,0.2,0.1,0.7,0.4,1.6
Tracy Reid,Forward,116,64,21.1,2.9,6.2,0.47,0,0.1,0,2.9,6.2,0.473,1.6,2.8,0.589,1.3,2.1,3.4,1,0.8,0.3,1.7,1.5,7.5
Tammi Reiss,Guard,50,43,26.2,2.5,7.3,0.345,0.9,3.1,0.297,1.6,4.2,0.381,1.2,1.7,0.726,0.9,1.5,2.3,2.7,0.7,0.1,1.7,1.8,7.2
Kathrin Ress,Forward,28,1,12.4,1.1,2.8,0.397,0.1,0.1,0.5,1,2.6,0.392,0.8,1,0.724,1.4,1.1,2.5,0.6,0.3,0.1,1.3,2.5,3
Andrea Riley,Guard,73,10,13,1.3,4.5,0.294,0.5,2.5,0.222,0.8,2,0.384,1.3,1.5,0.844,0.1,0.8,0.9,1.4,0.7,0.1,1.4,1.5,4.4
Ruth Riley,Center,387,262,22.2,2.5,5.7,0.442,0.1,0.4,0.297,2.4,5.3,0.452,1.1,1.5,0.787,1.1,3.1,4.1,1.2,0.6,1.3,1.6,3.1,6.3
Jennifer Rizzotti,Guard,148,27,16,1,2.8,0.367,0.6,1.9,0.33,0.4,0.8,0.452,0.4,0.6,0.693,0.1,1.3,1.4,1.8,0.6,0.1,1.1,1.1,3.1
Nyree Roberts,Center,26,0,5.2,0.5,0.7,0.667,0,0,,0.5,0.7,0.667,0.3,0.6,0.563,0.2,0.6,0.8,0.1,0.2,0,0.6,0.3,1.3
Angel Robinson,Forward-Center,64,9,10.2,1,2,0.532,0,0,0.5,1,1.9,0.532,0.5,0.6,0.865,0.8,1.8,2.6,0.4,0.2,0.4,0.9,1.5,2.6
Ashley Robinson,Center,292,55,12.3,0.8,2.2,0.383,0,0,0.125,0.8,2.2,0.386,0.2,0.5,0.417,0.9,1.6,2.5,0.5,0.4,0.7,0.9,1.9,1.9
Crystal Robinson,Forward,245,206,30.1,3.6,8.5,0.427,1.7,4.6,0.374,1.9,3.8,0.49,1.2,1.5,0.85,0.8,2,2.7,2,1.1,0.3,1.2,2.8,10.2
Danielle Robinson,Guard,216,162,27.1,3.6,8,0.454,0,0.2,0.058,3.6,7.7,0.467,2,2.3,0.872,0.6,2.1,2.7,4.5,1.1,0.1,2.1,2,9.3
Renee Robinson,Guard,2,0,2.5,0,0.5,0,0,0.5,0,0,0,,2,2,1,0,0,0,0,0.5,0,0.5,1.5,2
Sugar Rodgers,Guard,192,66,20.1,2.7,7.5,0.361,1.4,4,0.348,1.3,3.5,0.376,1.3,1.5,0.82,0.5,2.2,2.8,1.7,0.8,0.3,1.2,2,8
Jannon Roland,Forward,21,0,8.2,0.6,1.8,0.351,0.1,0.5,0.3,0.5,1.3,0.37,0.2,0.4,0.5,0.3,0.5,0.8,0.4,0.3,0,0.9,0.8,1.6
Waltiea Rolle,Center,6,0,11,1.2,1.7,0.7,0,0,,1.2,1.7,0.7,0.3,0.3,1,0.8,2.3,3.2,0.3,0.3,0,0.3,0.8,2.7
Leticia Romero,Guard,21,0,7,0.2,0.8,0.313,0,0.2,0.2,0.2,0.5,0.364,0.6,0.7,0.867,0.4,0.4,0.8,1.1,0,0,0.7,1,1.1
Adrianne Ross,Guard,4,0,1.8,0,0.5,0,0,0,,0,0.5,0,0.5,0.5,1,0,0.3,0.3,0,0,0,0,0.5,0.5
Tierra Ruffin-Pratt,Guard,199,112,20.2,2,5.6,0.359,0.3,0.9,0.297,1.8,4.7,0.37,1.7,2.3,0.763,1,2.4,3.4,1.8,0.8,0.3,1.1,2.2,6
Leah Rush,Forward,2,0,6,0,1,0,0,0.5,0,0,0.5,0,1.5,2,0.75,0,0,0,0,0,0,1,2,1.5
Mercedes Russell,Center,24,0,5.5,0.7,1.4,0.471,0,0,,0.7,1.4,0.471,0.3,0.6,0.571,0.3,1,1.4,0.2,0.1,0.1,0.3,0.7,1.7
Eugenia Rycraw,Center,20,4,11.3,0.8,1.6,0.469,0,0,,0.8,1.6,0.469,0.8,1.1,0.727,0.9,1.7,2.5,0.2,0.4,0.9,0.7,1.4,2.3
Nykesha Sales,Forward-Guard,278,274,31.5,5.3,12.7,0.418,1.3,3.6,0.356,4.1,9.2,0.443,2.3,3,0.781,1.2,3,4.2,2.5,1.8,0.3,2.1,2.9,14.2
Sheri Sam,Guard-Forward,328,269,28.3,3.9,9.9,0.397,0.7,2.2,0.302,3.3,7.7,0.424,1.7,2.5,0.698,1.3,2.8,4.1,2.3,1.3,0.2,2,2.3,10.2
Charisse Sampson,Guard,21,6,13.3,1,2.2,0.457,0.4,1.1,0.391,0.6,1.1,0.522,1.2,1.3,0.893,0.6,1.3,1.9,0.5,0.9,0.3,0.7,1.8,3.6
Karlie Samuelson,Guard,20,0,4.2,0.4,0.9,0.389,0.3,0.8,0.313,0.1,0.1,1,0,0,,0.1,0.4,0.5,0.3,0.1,0.3,0.2,0.7,1
Isabel Sanchez,Guard,10,0,6.2,0.6,1.4,0.429,0.2,0.5,0.4,0.4,0.9,0.444,0.8,1.1,0.727,0.3,0.2,0.5,0.3,0.2,0,1.1,0.6,2.2
Amy Sanders,Guard,6,0,1.5,0,0.3,0,0,0,,0,0.3,0,0.3,0.7,0.5,0,0.3,0.3,0,0,0,0.3,0.5,0.3
LaToya Sanders,Forward-Center,121,32,15.9,2.1,4.1,0.502,0,0,0.5,2.1,4.1,0.502,1.4,1.7,0.831,1.6,2.6,4.2,0.7,0.6,1.3,0.9,2.1,5.6
Nakia Sanford,Center-Forward,323,173,19.1,2.1,4.4,0.484,0,0,0.25,2.1,4.4,0.486,1.6,2.8,0.59,1.7,2.7,4.4,0.6,0.6,0.4,1.6,3,5.9
Olayinka Sanni,Forward-Center,76,10,9.2,1.3,2.6,0.503,0,0,0,1.3,2.6,0.505,0.7,1,0.646,0.8,1,1.7,0.3,0.3,0.2,1.1,1.8,3.3
